"FIT ID","No.","Post Code","Technology","Installation","kW","Commission","Export","Tariff","Country","GO Region","Local Authority","Related ID","Generator Name"
" FIT00299614"," 1"," WF9 "," Photovoltaic "," Domestic"," 0.49 "," 2011-12-01"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Wakefield "," MCS-00212143-E ","  "
" FIT00304969"," 1"," BA3 "," Photovoltaic "," Domestic"," 0.49 "," 2012-01-18"," Deemed "," PV-R/0-4/03 H "," England"," South West "," Bath and North East Somerset "," MCS-00251938-F ","  "
" FIT00312946"," 1"," SA67 "," Photovoltaic "," Commercial"," 0.49 "," 2011-09-08"," Deemed "," PV-N/0-4/02 "," Wales"," N/A "," Pembrokeshire "," MCS-00116460-K ","  "
" FIT00312958"," 1"," SA67 "," Photovoltaic "," Commercial"," 0.49 "," 2011-09-08"," Deemed "," PV-N/0-4/02 "," Wales"," N/A "," Pembrokeshire "," MCS-00116372-B ","  "
" FIT00330523"," 1"," SY6 "," Photovoltaic "," Domestic"," 0.49 "," 2011-09-19"," Deemed "," PV-R/0-4/03 H "," England"," West Midlands "," Shropshire "," MCS-00114502-V ","  "
" FIT00336738"," 1"," CF48 "," Photovoltaic "," Domestic"," 0.49 "," 2012-07-25"," Deemed "," PV-R/0-4/03 H "," Wales"," N/A "," Merthyr Tydfil "," MCS-00383525-P ","  "
" FIT00357365"," 1"," WR5 "," Photovoltaic "," Domestic"," 0.49 "," 2012-09-18"," Deemed "," PV-R/0-4/03H-3 "," England"," West Midlands "," Wychavon "," MCS-00410351-V ","  "
" FIT00359048"," 1"," WR5 "," Photovoltaic "," Domestic"," 0.49 "," 2012-09-26"," Deemed "," PV-N/0-4/03H-3 "," England"," West Midlands "," Wychavon "," MCS-00418684-R ","  "
" FIT00362812"," 1"," BH21 "," Photovoltaic "," Domestic"," 0.49 "," 2012-03-29"," Deemed "," PV-R/0-4/03 H "," England"," South West "," East Dorset "," MCS-00326236-Y ","  "
" FIT00375290"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-01-16"," Deemed "," PV-N/0-4/03H-4 "," Scotland"," N/A "," Angus "," MCS-00437834-I ","  "
" FIT00375754"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-14"," Deemed "," PV-R/0-4/03H-3 "," England"," Yorks & Humber "," Rotherham "," MCS-00428046-L ","  "
" FIT00378100"," 1"," WF9 "," Photovoltaic "," Domestic"," 0.49 "," 2011-12-01"," Deemed "," PV-R/0-4/02 "," England"," Yorks & Humber "," Wakefield "," MCS-00212184-H ","  "
" FIT00380154"," 1"," WR5 "," Photovoltaic "," Domestic"," 0.49 "," 2012-07-20"," Deemed "," PV-R/0-4/03H-4 "," England"," West Midlands "," Wychavon "," MCS-00420664-L ","  "
" FIT00384942"," 1"," KY11 "," Photovoltaic "," Commercial"," 0.49 "," 2012-04-04"," Deemed "," PV-N/0-4/03 M "," Scotland"," N/A "," Fife "," MCS-00333088-V ","  "
" FIT00385691"," 1"," KY11 "," Photovoltaic "," Commercial"," 0.49 "," 2012-04-04"," Deemed "," PV-N/0-4/03 M "," Scotland"," N/A "," Fife "," MCS-00333081-G ","  "
" FIT00391684"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-04-03"," Deemed "," PV-N/0-4/04H "," Scotland"," N/A "," Angus "," MCS-00460441-X ","  "
" FIT00393411"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-14"," Deemed "," PV-R/0-4/04H-1 "," England"," Yorks & Humber "," Rotherham "," MCS-00427495-W ","  "
" FIT00393563"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-04-15"," Deemed "," PV-N/0-4/04H "," Scotland"," N/A "," Angus "," MCS-00463987-N ","  "
" FIT00394250"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-03-14"," Deemed "," PV-N/0-4/04H "," Scotland"," N/A "," Angus "," MCS-00451819-R ","  "
" FIT00396357"," 1"," PL13 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-07"," Deemed "," PV-R/0-4/04M-1 "," England"," South West "," Cornwall "," MCS-00425016-O ","  "
" FIT00397869"," 1"," PL13 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-07"," Deemed "," PV-R/0-4/04M-1 "," England"," South West "," Cornwall "," MCS-00425277-C ","  "
" FIT00397879"," 1"," PL13 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-07"," Deemed "," PV-R/0-4/04M-1 "," England"," South West "," Cornwall "," MCS-00425276-R ","  "
" FIT00397882"," 1"," PL13 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-07"," Deemed "," PV-R/0-4/04M-1 "," England"," South West "," Cornwall "," MCS-00425285-C ","  "
" FIT00397888"," 1"," PL13 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-07"," Deemed "," PV-R/0-4/04M-1 "," England"," South West "," Cornwall "," MCS-00425280-P ","  "
" FIT00397897"," 1"," PL13 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-07"," Deemed "," PV-R/0-4/04M-1 "," England"," South West "," Cornwall "," MCS-00425288-M ","  "
" FIT00397898"," 1"," CT5 "," Photovoltaic "," Domestic"," 0.49 "," 2013-03-05"," Deemed "," PV-N/0-4/04H-1 "," England"," South East "," Canterbury "," MCS-00453170-R ","  "
" FIT00398429"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-02-28"," Deemed "," PV-N/0-4/04H-1 "," Scotland"," N/A "," Angus "," MCS-00448984-G ","  "
" FIT00401034"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-04-15"," Deemed "," PV-N/0-4/04H-1 "," Scotland"," N/A "," Angus "," MCS-00464747-I ","  "
" FIT00406120"," 1"," EX15 "," Photovoltaic "," Domestic"," 0.49 "," 2012-11-28"," Deemed "," PV-N/0-4/04H-1 "," England"," South West "," Mid Devon "," MCS-00421993-N ","  "
" FIT00406781"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-05-10"," Deemed "," PV-N/0-4/04H-1 "," Scotland"," N/A "," Angus "," MCS-00472445-V ","  "
" FIT00407903"," 1"," Unk "," Photovoltaic "," Domestic"," 0.49 "," 2013-01-11"," Deemed "," PV-N/0-4/04H "," England"," Yorks & Humber "," Rotherham "," MCS-00433547-K ","  "
" FIT00413850"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-05-09"," Deemed "," PV-N/0-4/04H-1 "," Scotland"," N/A "," Angus "," MCS-00474896-Y ","  "
" FIT00413973"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-19"," Deemed "," PV-N/0-4/04H-1 "," England"," Yorks & Humber "," Rotherham "," MCS-00428603-D ","  "
" FIT00415071"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-03-27"," Deemed "," PV-N/0-4/04H-2 "," Scotland"," N/A "," Angus "," MCS-00462314-Q ","  "
" FIT00419425"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-04-19"," Deemed "," PV-N/0-4/04H-1 "," Scotland"," N/A "," Angus "," MCS-00466944-X ","  "
" FIT00420909"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2013-05-23"," Deemed "," PV-R/0-4/04M-2 "," England"," Yorks & Humber "," Rotherham "," MCS-00477315-H ","  "
" FIT00420930"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2013-05-23"," Deemed "," PV-R/0-4/04H-2 "," England"," Yorks & Humber "," Rotherham "," MCS-00477303-I ","  "
" FIT00420971"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2013-05-23"," Deemed "," PV-R/0-4/04M-2 "," England"," Yorks & Humber "," Rotherham "," MCS-00477308-K ","  "
" FIT00424073"," 1"," EX15 "," Photovoltaic "," Domestic"," 0.49 "," 2012-11-28"," Deemed "," PV-N/0-4/04H-1 "," England"," South West "," Mid Devon "," MCS-00421985-S ","  "
" FIT00427112"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-02-12"," Deemed "," PV-N/0-4/04H "," Scotland"," N/A "," Angus "," MCS-00445488-A ","  "
" FIT00427713"," 1"," CT5 "," Photovoltaic "," Domestic"," 0.49 "," 2013-03-05"," Deemed "," PV-N/0-4/04H-1 "," England"," South East "," Canterbury "," MCS-00453171-K ","  "
" FIT00428178"," 1"," CT5 "," Photovoltaic "," Domestic"," 0.49 "," 2013-03-05"," Deemed "," PV-R/0-4/04H-2 "," England"," South East "," Canterbury "," MCS-00453169-W ","  "
" FIT00429477"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2013-04-03"," Deemed "," PV-R/0-4/04H-2 "," England"," Yorks & Humber "," Rotherham "," MCS-00460775-T ","  "
" FIT00429646"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-07-25"," Deemed "," PV-N/0-4/04H-3 "," Scotland"," N/A "," Angus "," MCS-00489931-X ","  "
" FIT00431926"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-01-28"," Deemed "," PV-N/0-4/04H-3 "," Scotland"," N/A "," Angus "," MCS-00437835-D ","  "
" FIT00434357"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-05-09"," Deemed "," PV-N/0-4/04H-3 "," Scotland"," N/A "," Angus "," MCS-00471987-Q ","  "
" FIT00442920"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.49 "," 2013-06-13"," Deemed "," PV-N/0-4/04H-2 "," England"," South East "," Reading "," MCS-00483611-S ","  "
" FIT00443628"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-14"," Deemed "," PV-R/0-4/04H-3 "," England"," Yorks & Humber "," Rotherham "," MCS-00427480-A ","  "
" FIT00445284"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-06"," Deemed "," PV-N/0-4/04H-3 "," England"," Yorks & Humber "," Rotherham "," MCS-00424482-N ","  "
" FIT00451231"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-11-05"," Deemed "," PV-N/0-4/04H-3 "," Scotland"," N/A "," Angus "," MCS-00544540-D ","  "
" FIT00452077"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-11-05"," Deemed "," PV-N/0-4/04H-3 "," Scotland"," N/A "," Angus "," MCS-00544559-O ","  "
" FIT00455638"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2014-01-21"," Deemed "," PV-N/0-4/04H-4 "," Scotland"," N/A "," Angus "," MCS-00572303-N ","  "
" FIT00457204"," 1"," PL13 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-07"," Deemed "," PV-R/0-4/04M-1 "," England"," South West "," Cornwall "," MCS-00425273-D ","  "
" FIT00457927"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-02-26"," Deemed "," PV-N/0-4/04H-4 "," Scotland"," N/A "," Angus "," MCS-00447444-F ","  "
" FIT00458182"," 1"," CM24 "," Photovoltaic "," Domestic"," 0.49 "," 2013-10-18"," Deemed "," PV-R/0-4/04H-4 "," England"," East of England "," Uttlesford "," MCS-00538754-G ","  "
" FIT00461429"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-02-14"," Deemed "," PV-N/0-4/04H-4 "," Scotland"," N/A "," Angus "," MCS-00442719-A ","  "
" FIT00462379"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2013-02-21"," Deemed "," PV-R/0-4/04H-4 "," England"," Yorks & Humber "," Rotherham "," MCS-00445113-W ","  "
" FIT00482528"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-14"," Deemed "," PV-R/0-4/04H-4 "," England"," Yorks & Humber "," Rotherham "," MCS-00427474-T ","  "
" FIT00489829"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2013-07-19"," Deemed "," PV-N/0-4/05H "," England"," Yorks & Humber "," Rotherham "," MCS-00500729-O ","  "
" FIT00492404"," 1"," RG27 "," Photovoltaic "," Domestic"," 0.49 "," 2014-03-10"," Deemed "," PV-R/0-4/05H "," England"," South East "," Basingstoke and Deane "," MCS-00592201-Q ","  "
" FIT00498875"," 1"," RG27 "," Photovoltaic "," Domestic"," 0.49 "," 2013-11-15"," Deemed "," PV-N/0-4/05H "," England"," South East "," Basingstoke and Deane "," MCS-00549144-P ","  "
" FIT00507870"," 1"," CT2 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-21"," Deemed "," PV-N/0-4/05H "," England"," South East "," Canterbury "," MCS-00435564-I ","  "
" FIT00510908"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2014-07-26"," Deemed "," PV-R/0-4/05H-1 "," England"," Yorks & Humber "," Rotherham "," MCS-00500736-B ","  "
" FIT00511596"," 1"," CM24 "," Photovoltaic "," Domestic"," 0.49 "," 2013-10-18"," Deemed "," PV-N/0-4/05H-1 "," England"," East of England "," Uttlesford "," MCS-00538734-G ","  "
" FIT00515586"," 1"," RG27 "," Photovoltaic "," Domestic"," 0.49 "," 2014-03-10"," Deemed "," PV-R/0-4/05H-1 "," England"," South East "," Basingstoke and Deane "," MCS-00592180-K ","  "
" FIT00515668"," 1"," RG27 "," Photovoltaic "," Domestic"," 0.49 "," 2014-03-10"," Deemed "," PV-N/0-4/05H-1 "," England"," South East "," Basingstoke and Deane "," MCS-00592236-M ","  "
" FIT00517696"," 1"," WR5 "," Photovoltaic "," Domestic"," 0.49 "," 2012-04-03"," Deemed "," PV-R/0-4/05H-1 "," England"," West Midlands "," Wychavon "," MCS-00472052-B ","  "
" FIT00523717"," 1"," CT5 "," Photovoltaic "," Domestic"," 0.49 "," 2013-03-05"," Deemed "," PV-N/0-4/05H-1 "," England"," South East "," Canterbury "," MCS-00453166-F ","  "
" FIT00534104"," 1"," RG27 "," Photovoltaic "," Domestic"," 0.49 "," 2013-11-15"," Deemed "," PV-N/0-4/05H-1 "," England"," South East "," Basingstoke and Deane "," MCS-00549147-A ","  "
" FIT00543259"," 1"," RG5 "," Photovoltaic "," Domestic"," 0.49 "," 2012-11-28"," Deemed "," PV-R/0-4/05H-2 "," England"," South East "," Wokingham "," MCS-00423148-V ","  "
" FIT00555702"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2013-04-03"," Deemed "," PV-R/0-4/05H-2 "," England"," Yorks & Humber "," Rotherham "," MCS-00460780-T ","  "
" FIT00558285"," 1"," S60 "," Photovoltaic "," Domestic"," 0.49 "," 2013-08-03"," Deemed "," PV-N/0-4/05H-2 "," England"," Yorks & Humber "," Rotherham "," MCS-00506778-X ","  "
" FIT00574413"," 1"," WR5 "," Photovoltaic "," Domestic"," 0.49 "," 2012-10-10"," Deemed "," PV-N/0-4/05H-1 "," England"," West Midlands "," Wychavon "," MCS-00435794-T ","  "
" FIT00616176"," 1"," WR5 "," Photovoltaic "," Domestic"," 0.49 "," 2012-06-20"," Deemed "," PV-N/0-4/05H-1 "," England"," West Midlands "," Wychavon "," MCS-00395703-W ","  "
" FIT00621468"," 1"," RM16 "," Photovoltaic "," Domestic"," 0.49 "," 2015-01-20"," Deemed "," PV-N/0-4/06H "," England"," East of England "," Thurrock "," MCS-00738441-C ","  "
" FIT00628888"," 1"," CM24 "," Photovoltaic "," Domestic"," 0.49 "," 2015-03-23"," Deemed "," PV-N/0-4/06H "," England"," East of England "," Uttlesford "," MCS-00775069-E ","  "
" FIT00634189"," 1"," CM24 "," Photovoltaic "," Domestic"," 0.49 "," 2015-03-30"," Deemed "," PV-N/0-4/06H "," England"," East of England "," Uttlesford "," MCS-00775074-O ","  "
" FIT00646268"," 1"," NR18 "," Photovoltaic "," Domestic"," 0.49 "," 2014-09-18"," Deemed "," PV-N/0-4/06H-1 "," England"," East of England "," South Norfolk "," MCS-00678406-J ","  "
" FIT00675478"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.49 "," 2015-09-30"," Deemed "," PV-R/0-4/06H-2 "," England"," South East "," Mid Sussex "," MCS-00872278-U ","  "
" FIT00737429"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.49 "," 2015-09-30"," Deemed "," PV-N/0-4/06H-3 "," England"," South East "," Mid Sussex "," MCS-00872197-U ","  "
" FIT00747691"," 1"," PL13 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-07"," Deemed "," PV-R/0-4/05M "," England"," South West "," Cornwall "," MCS-00425006-W ","  "
" FIT00747703"," 1"," PL13 "," Photovoltaic "," Domestic"," 0.49 "," 2012-12-07"," Deemed "," PV-R/0-4/05M "," England"," South West "," Cornwall "," MCS-00425007-O ","  "
" FIT00752739"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.49 "," 2015-09-30"," Deemed "," PV-N/0-4/06H-FR "," England"," South East "," Mid Sussex "," MCS-00872262-V ","  "
" FIT00760596"," 1"," DD8 "," Photovoltaic "," Domestic"," 0.49 "," 2013-05-13"," Deemed "," PV-N/0-4/04H-1 "," Scotland"," N/A "," Angus "," MCS-00474895-D ","  "
" FIT00766379"," 1"," CO10 "," Photovoltaic "," Domestic"," 0.49 "," 2015-05-28"," Deemed "," PV-R/0-4/06M-3 "," England"," East of England "," Babergh "," MCS-00797510-K ","  "
" FIT00767244"," 1"," NR18 "," Photovoltaic "," Domestic"," 0.49 "," 2015-03-09"," Deemed "," PV-N/0-4/06H-1 "," England"," East of England "," South Norfolk "," MCS-00755685-C ","  "
" FIT00768521"," 1"," RH16 "," Photovoltaic "," Domestic"," 0.49 "," 2016-02-05"," Deemed "," PV-R/0-4/06H-FR "," England"," South East "," Mid Sussex "," MCS-00959376-B ","  "
" FIT00771560"," 1"," RG27 "," Photovoltaic "," Domestic"," 0.49 "," 2014-01-10"," Deemed "," PV-N/0-4/06H "," England"," South East "," Basingstoke and Deane "," MCS-00568592-H ","  "
" FIT00766368"," 1"," CO10 "," Photovoltaic "," Domestic"," 0.5 "," 2015-05-28"," Deemed "," PV-R/0-4/06M-3 "," England"," East of England "," Babergh "," MCS-00797472-Y ","  "
" FIT00766375"," 1"," CO10 "," Photovoltaic "," Domestic"," 0.5 "," 2015-05-28"," Deemed "," PV-R/0-4/06M-3 "," England"," East of England "," Babergh "," MCS-00797496-R ","  "
" FIT00766395"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-06-08"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00803960-F ","  "
" FIT00766400"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-04-07"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00779068-P ","  "
" FIT00766403"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-04-08"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00779141-B ","  "
" FIT00766435"," 1"," PO13 "," Photovoltaic "," Domestic"," 0.5 "," 2016-01-05"," Deemed "," PV-R/0-4/06M-FR "," England"," South East "," Gosport "," MCS-00942464-B ","  "
" FIT00766627"," 1"," RH10 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-21"," Deemed "," PV-N/0-4/06H-FR "," England"," South East "," Mid Sussex "," MCS-00968091-H ","  "
" FIT00766645"," 1"," PO13 "," Photovoltaic "," Domestic"," 0.5 "," 2016-01-05"," Deemed "," PV-R/0-4/06M-3 "," England"," South East "," Gosport "," MCS-00942481-W ","  "
" FIT00766652"," 1"," PO13 "," Photovoltaic "," Domestic"," 0.5 "," 2016-01-05"," Deemed "," PV-R/0-4/06M-3 "," England"," South East "," Gosport "," MCS-00942448-T ","  "
" FIT00767065"," 1"," WR5 "," Photovoltaic "," Domestic"," 0.5 "," 2014-09-02"," Deemed "," PV-R/0-4/06M-2 "," England"," West Midlands "," Wychavon "," MCS-00671783-K ","  "
" FIT00767277"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-04-07"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00778563-F ","  "
" FIT00767281"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-04-07"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00779151-W ","  "
" FIT00767288"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-04-01"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00775966-B ","  "
" FIT00767297"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-04-01"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00775974-H ","  "
" FIT00767302"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-04-07"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00779159-A ","  "
" FIT00767305"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-04-01"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00776259-U ","  "
" FIT00767311"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-06-08"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00803950-L ","  "
" FIT00767971"," 1"," HP23 "," Photovoltaic "," Domestic"," 0.5 "," 2015-08-19"," Deemed "," PV-N/0-4/06H-FR "," England"," South East "," Aylesbury Vale "," MCS-00839316-Q ","  "
" FIT00768565"," 1"," RH14 "," Photovoltaic "," Domestic"," 0.5 "," 2016-01-29"," Deemed "," PV-N/0-4/06H-FR "," England"," South East "," Horsham "," MCS-00967574-N ","  "
" FIT00768689"," 1"," ST5 "," Photovoltaic "," Domestic"," 0.5 "," 2011-05-11"," Deemed "," PV-R/0-4/02 "," England"," West Midlands "," Newcastle-under-Lyme "," MCS-00228827-Y ","  "
" FIT00768692"," 1"," ST5 "," Photovoltaic "," Domestic"," 0.5 "," 2011-06-15"," Deemed "," PV-R/0-4/02 "," England"," West Midlands "," Newcastle-under-Lyme "," MCS-00201368-D ","  "
" FIT00768695"," 1"," ST5 "," Photovoltaic "," Domestic"," 0.5 "," 2010-12-12"," Deemed "," PV-N/0-4/02 "," England"," West Midlands "," Newcastle-under-Lyme "," MCS-00193356-H ","  "
" FIT00768698"," 1"," ST5 "," Photovoltaic "," Domestic"," 0.5 "," 2010-12-12"," Deemed "," PV-N/0-4/02 "," England"," West Midlands "," Newcastle-under-Lyme "," MCS-00193358-Q ","  "
" FIT00768704"," 1"," ST5 "," Photovoltaic "," Domestic"," 0.5 "," 2010-12-13"," Deemed "," PV-N/0-4/02 "," England"," West Midlands "," Newcastle-under-Lyme "," MCS-00193364-J ","  "
" FIT00768708"," 1"," ST5 "," Photovoltaic "," Domestic"," 0.5 "," 2010-12-12"," Deemed "," PV-N/0-4/02 "," England"," West Midlands "," Newcastle-under-Lyme "," MCS-00193398-C ","  "
" FIT00768715"," 1"," ST5 "," Photovoltaic "," Domestic"," 0.5 "," 2010-12-13"," Deemed "," PV-N/0-4/02 "," England"," West Midlands "," Newcastle-under-Lyme "," MCS-00193401-B ","  "
" FIT00768719"," 1"," ST5 "," Photovoltaic "," Domestic"," 0.5 "," 2011-05-11"," Deemed "," PV-N/0-4/02 "," England"," West Midlands "," Newcastle-under-Lyme "," MCS-00228821-P ","  "
" FIT00768754"," 1"," TR15 "," Photovoltaic "," Domestic"," 0.5 "," 2014-11-06"," Deemed "," PV-N/0-4/06L-FR "," England"," South West "," Cornwall "," MCS-00701049-L ","  "
" FIT00768892"," 1"," TA7 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-04"," Deemed "," PV-R/0-4/06L-FR "," England"," South West "," Sedgemoor "," MCS-00965599-S ","  "
" FIT00769208"," 1"," GU7 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-22"," Deemed "," PV-R/0-4/07H-1 "," England"," South East "," Waverley "," MCS-00974691-N ","  "
" FIT00769685"," 1"," SL2 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-15"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Slough "," MCS-00974919-G ","  "
" FIT00770378"," 1"," PO6 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-30"," Deemed "," PV-N/0-4/06H-FR "," England"," South East "," Portsmouth "," MCS-00969688-A ","  "
" FIT00770382"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-14"," Deemed "," PV-N/0-4/06L-FR "," England"," South East "," Reading "," MCS-00966898-H ","  "
" FIT00770398"," 1"," CB11 "," Photovoltaic "," Domestic"," 0.5 "," 2015-11-16"," Deemed "," PV-R/0-4/06H-FR "," England"," East of England "," Uttlesford "," MCS-00896226-M ","  "
" FIT00770698"," 1"," RH14 "," Photovoltaic "," Domestic"," 0.5 "," 2016-02-01"," Deemed "," PV-N/0-4/06L-FR "," England"," South East "," Horsham "," MCS-00967577-J ","  "
" FIT00770923"," 1"," CR5 "," Photovoltaic "," Domestic"," 0.5 "," 2016-06-09"," Deemed "," PV-N/0-4/07L-1 "," England"," London "," Croydon "," MCS-00981150-U ","  "
" FIT00771359"," 1"," RG42 "," Photovoltaic "," Domestic"," 0.5 "," 2016-02-24"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Bracknell Forest "," MCS-00965868-Q ","  "
" FIT00771417"," 1"," PO20 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-25"," Deemed "," PV-N/0-4/07H-1 "," England"," South East "," Chichester "," MCS-00975182-I ","  "
" FIT00771553"," 1"," M13 "," Photovoltaic "," Domestic"," 0.5 "," 2015-09-30"," Deemed "," PV-N/0-4/06H-2 "," England"," North West "," Manchester "," MCS-00871690-H ","  "
" FIT00771727"," 1"," SO19 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-18"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Southampton "," MCS-00972642-E ","  "
" FIT00771743"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.5 "," 2016-04-05"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Reading "," MCS-00971026-L ","  "
" FIT00771799"," 1"," NP19 "," Photovoltaic "," Domestic"," 0.5 "," 2015-02-05"," Deemed "," PV-N/0-4/06L-FR "," Wales"," N/A "," Newport "," MCS-00742229-O ","  "
" FIT00771838"," 1"," RH14 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-09"," Deemed "," PV-N/0-4/06H-FR "," England"," South East "," Horsham "," MCS-00967601-M ","  "
" FIT00771977"," 1"," PO6 "," Photovoltaic "," Domestic"," 0.5 "," 2016-06-21"," Deemed "," PV-N/0-4/07L-1 "," England"," South East "," Portsmouth "," MCS-00983275-O ","  "
" FIT00772385"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.5 "," 2015-09-21"," Deemed "," PV-R/0-4/06L-FR "," England"," South East "," Reading "," MCS-00863960-R ","  "
" FIT00772437"," 1"," CV31 "," Photovoltaic "," Domestic"," 0.5 "," 2015-06-19"," Deemed "," PV-N/0-4/06H-1 "," England"," West Midlands "," Warwick "," MCS-00810366-V ","  "
" FIT00772553"," 1"," RG30 "," Photovoltaic "," Domestic"," 0.5 "," 2016-03-14"," Deemed "," PV-N/0-4/06L-FR "," England"," South East "," Reading "," MCS-00966899-I ","  "
" FIT00772652"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-04-07"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00779048-C ","  "
" FIT00772658"," 1"," BN27 "," Photovoltaic "," Domestic"," 0.5 "," 2015-06-08"," Deemed "," PV-R/0-4/06M-1 "," England"," South East "," Wealden "," MCS-00803955-I ","  "
